,0th pos,1st pos,2nd pos,3rd pos,4th pos,5th pos,6th pos,7th pos,8th pos,Move
1253,2,2,2,1,1,1,1,0,2,7
1254,0,2,0,1,1,2,1,0,0,0
1255,2,1,0,0,1,2,0,1,0,8
1256,2,1,2,1,1,2,0,1,2,6
1257,0,2,1,1,1,2,0,0,2,7
1258,0,2,1,1,1,2,0,1,2,6
1259,0,2,1,1,1,2,2,1,2,0
1260,2,1,0,2,1,1,0,0,0,2
1261,2,1,2,2,1,1,0,0,1,6
1262,2,1,2,1,1,2,2,0,1,7
1263,0,2,2,0,1,0,0,1,1,3
1264,0,2,2,2,1,1,2,1,1,0
1265,2,1,0,0,1,2,0,1,0,2
1266,0,2,2,1,1,2,1,0,1,7
1267,0,2,2,1,1,2,1,2,1,0
1268,0,2,2,2,1,1,1,2,1,0
1269,1,0,2,1,1,1,2,2,2,1
1270,2,2,1,1,1,2,1,0,2,7
1271,2,1,1,2,1,2,0,2,1,6
1272,2,1,1,2,1,2,0,0,1,6
1273,2,0,1,0,1,2,1,2,0,3
1274,0,1,2,2,1,2,1,2,1,0
1275,0,2,0,0,1,0,2,1,0,5
1276,0,2,1,2,1,1,2,1,2,0
1277,0,2,2,2,1,1,1,2,1,0
1278,0,0,2,0,1,0,0,2,1,5
1279,0,2,2,1,1,1,0,1,2,0
1280,2,2,2,1,1,1,0,1,2,6
1281,1,2,2,2,1,1,1,0,2,7
1282,0,1,2,2,1,2,2,1,1,0
1283,1,1,2,2,1,2,0,0,1,7
1284,0,1,2,2,1,2,2,1,1,0
1285,0,1,2,2,1,2,1,2,1,0
1286,0,2,2,1,1,1,2,2,1,0
1287,0,0,2,0,1,0,0,2,1,0
1288,1,2,2,1,1,1,0,0,2,6
1289,1,2,2,1,1,1,2,0,2,7
1290,0,1,2,2,1,2,1,2,1,0
1291,0,0,2,0,1,0,1,1,2,5
1292,0,2,2,1,1,2,1,1,2,0
1293,0,2,2,1,1,2,1,0,1,0
1294,2,2,2,1,1,2,1,0,1,7
1295,1,2,2,2,1,1,0,0,1,7
1296,0,2,2,0,1,0,0,1,1,0
1297,2,1,2,1,1,2,0,1,2,6
1298,0,0,2,0,1,2,1,1,0,1
1299,0,2,2,2,1,2,1,1,1,0
1300,2,1,2,1,1,2,0,0,1,7
1301,2,1,2,1,1,2,0,2,1,6
1302,1,1,2,2,1,2,0,0,1,7
1303,0,1,2,2,1,1,2,1,2,0
1304,1,1,2,2,1,2,0,0,1,6
1305,0,2,2,1,1,2,1,0,1,7
1306,0,2,2,1,1,2,1,2,1,0
1307,2,1,2,1,1,1,0,2,2,6
1308,1,2,2,2,1,1,1,0,2,7
1309,2,1,2,2,1,1,0,1,2,6
1310,0,2,2,1,1,2,1,0,1,0
1311,2,2,2,1,1,2,1,0,1,7
1312,2,1,2,1,1,1,0,0,2,6
1313,0,2,2,1,1,2,1,0,1,7
1314,0,2,2,1,1,2,1,2,1,0
1315,1,2,2,2,1,1,0,1,2,6
1316,1,1,2,2,1,1,0,2,2,6
1317,0,1,2,2,1,1,1,0,2,0
1318,2,1,2,2,1,1,1,0,2,7
1319,2,1,2,2,1,1,0,1,2,6
1320,2,1,2,2,1,1,0,1,2,6
1321,0,2,2,1,1,2,1,1,2,0
1322,2,1,2,1,1,1,0,0,2,7
1323,2,1,2,1,1,1,0,2,2,6
1324,0,2,2,2,1,2,1,1,1,0
1325,1,0,2,0,1,2,1,2,0,3
1326,0,1,2,1,1,2,2,2,1,0
1327,1,0,2,0,1,1,0,2,0,1
1328,2,1,2,1,1,1,0,0,2,7
1329,2,1,2,1,1,1,0,2,2,6
1330,1,0,2,0,1,2,1,2,0,8
1331,0,2,2,2,1,1,2,1,1,0
1332,0,0,2,2,1,1,2,0,1,7
1333,0,2,2,2,1,1,2,1,1,0
1334,2,1,2,1,1,1,0,2,2,6
1335,1,0,2,2,1,1,1,0,2,7
1336,1,0,2,2,1,1,1,2,2,1
1337,0,1,2,2,1,2,2,1,1,0
1338,0,1,2,2,1,2,1,1,2,0
1339,0,2,2,2,1,1,1,1,2,0
1340,0,1,2,2,1,2,2,1,1,0
1341,2,1,2,1,1,2,1,0,2,7
1342,1,1,2,1,1,2,0,0,2,6
1343,0,1,2,2,1,2,1,2,1,0
1344,0,2,2,2,1,1,1,2,1,0
1345,2,1,2,2,1,2,0,1,1,6
1346,0,2,2,1,1,2,1,0,1,7
1347,0,2,2,1,1,2,1,2,1,0
1348,0,1,2,0,1,0,0,2,1,0
1349,2,1,2,1,1,2,0,2,1,6
1350,1,2,2,2,1,2,1,0,1,7
1351,0,2,2,1,1,1,1,0,2,0
1352,2,2,2,1,1,1,1,0,2,7
1353,0,2,2,2,1,1,1,2,1,0
1354,0,1,2,1,1,2,2,2,1,0
1355,0,2,2,1,1,2,1,0,1,0
1356,2,2,2,1,1,2,1,0,1,7
1357,0,1,2,1,1,2,2,2,1,0
1358,2,1,2,1,1,1,0,2,2,6
1359,0,2,2,1,1,1,0,1,2,6
1360,2,1,2,1,1,1,0,2,2,6
1361,0,2,2,2,1,1,2,1,1,0
1362,1,2,2,1,1,2,1,0,2,7
1363,0,1,2,2,1,1,2,1,2,0
1364,1,0,2,0,1,1,0,2,0,6
1365,2,1,2,2,1,1,0,0,1,6
1366,0,1,2,0,1,0,0,2,1,6
1367,0,1,2,1,1,2,2,2,1,0
1368,0,1,2,1,1,2,2,2,1,0
1369,0,2,2,1,1,1,0,1,2,6
1370,0,2,2,1,1,1,2,1,2,0
1371,0,2,2,1,1,2,1,0,1,0
1372,2,2,2,1,1,2,1,0,1,7
1373,0,2,2,2,1,2,1,1,1,0
1374,1,2,2,2,1,1,0,1,2,6
1375,1,2,2,1,1,1,0,0,2,6
1376,1,2,2,2,1,1,0,1,2,6
1377,1,0,2,2,1,1,2,2,1,1
1378,1,2,2,1,1,1,0,0,2,6
1379,1,2,2,1,1,1,2,0,2,7
1380,1,1,2,2,1,2,0,0,1,7
1381,1,0,2,0,1,1,0,2,0,8
1382,1,0,2,1,1,1,2,2,2,1
1383,1,2,2,2,1,1,0,1,2,6
1384,1,2,2,2,1,1,0,0,1,7
1385,1,0,2,0,1,2,1,2,0,8
1386,1,2,2,1,1,1,0,0,2,7
1387,1,2,2,1,1,1,0,2,2,6
1388,1,2,2,2,1,2,1,0,1,7
1389,1,2,2,1,1,2,1,0,2,7
1390,1,2,2,1,1,2,2,0,1,7
1391,1,0,2,2,1,1,2,2,1,1
1392,1,2,2,1,1,2,1,0,2,7
1393,1,2,2,1,1,2,2,0,1,7
1394,1,2,2,1,1,1,0,0,2,6
1395,1,2,2,1,1,1,2,0,2,7
1396,1,2,2,1,1,2,2,0,1,7
1397,1,2,2,2,1,1,0,0,1,6
1398,1,0,2,2,1,1,2,2,1,1
1399,1,2,2,2,1,1,1,0,2,7
1400,1,1,2,2,1,2,0,0,1,7
1401,1,2,2,2,1,2,1,0,1,7
1402,1,2,2,1,1,1,0,0,2,6
1403,1,2,2,1,1,1,2,0,2,7
1404,1,2,2,1,1,1,2,0,2,7
1405,1,1,2,2,1,1,0,0,2,6
1406,1,2,2,1,1,2,0,0,1,6
1407,1,2,2,1,1,2,2,0,1,7
1408,1,2,2,1,1,1,0,0,2,7
1409,1,2,2,1,1,1,0,2,2,6
1410,1,2,2,2,1,1,0,0,1,7
1411,1,2,2,1,1,1,2,0,2,7
1412,1,1,2,1,1,2,0,0,2,6
1413,1,0,2,2,1,1,1,2,2,1
1414,1,2,2,2,1,1,1,0,2,7
1415,1,2,2,1,1,2,1,0,2,7
1416,1,0,2,1,1,1,2,2,2,1
1417,1,0,2,0,1,2,1,2,0,3
1418,1,2,2,1,1,2,1,0,2,7
1419,1,2,2,2,1,1,0,0,1,6
1420,1,2,2,1,1,1,0,0,2,6
1421,1,2,2,1,1,1,2,0,2,7
1422,1,2,2,2,1,1,0,1,2,6
1423,1,2,2,1,1,2,1,0,2,7
1424,1,2,2,1,1,2,2,0,1,7
1425,1,2,2,2,1,1,0,0,1,7
1426,1,2,2,2,1,1,1,0,2,7
1427,1,2,2,1,1,2,1,0,2,7
1428,1,2,2,1,1,1,0,0,2,6
1429,1,2,2,1,1,1,2,0,2,7
1430,1,2,2,2,1,1,0,0,1,6
1431,1,2,2,1,1,1,0,0,2,6
1432,1,2,2,1,1,1,2,0,2,7
1433,1,2,2,1,1,1,2,0,2,7
1434,1,2,2,1,1,2,0,0,1,6
1435,1,2,2,1,1,2,2,0,1,7
1436,1,2,2,2,1,1,0,1,2,6
1437,1,2,2,2,1,1,1,0,2,7
1438,1,2,2,1,1,1,2,0,2,7
1439,1,2,2,1,1,2,0,0,1,7
1440,1,2,2,1,1,1,0,2,2,6
1441,1,2,2,1,1,1,0,0,2,6
1442,1,2,2,1,1,1,2,0,2,7
1443,1,2,2,2,1,1,1,0,2,7
1444,1,2,2,1,1,2,0,0,1,6
1445,1,2,2,1,1,2,2,0,1,7
1446,1,2,2,1,1,2,1,0,2,7
1447,1,2,2,1,1,2,2,0,1,7
1448,1,2,2,1,1,1,2,0,2,7
1449,1,2,2,2,1,1,1,0,2,7
1450,1,2,2,1,1,1,0,2,2,6
1451,1,2,2,1,1,1,0,0,2,6
1452,1,2,2,2,1,1,0,0,1,7
1453,1,2,2,1,1,2,1,0,2,7
1454,1,2,2,2,1,1,1,0,2,7
1455,1,2,2,2,1,2,1,0,1,7
1456,1,2,2,1,1,2,1,0,2,7
1457,1,2,2,2,1,1,0,1,2,6
1458,1,2,2,2,1,2,1,0,1,7
1459,1,2,2,2,1,1,0,1,2,6
1460,1,2,2,1,1,2,2,0,1,7
1461,1,2,2,2,1,1,0,1,2,6
1462,1,2,2,2,1,2,1,0,1,7
1463,1,2,2,2,1,1,1,0,2,7
1464,1,2,2,1,1,2,2,0,1,7
1465,1,2,2,1,1,1,0,2,2,6
1466,1,1,2,2,1,2,0,0,1,6
1467,2,1,1,1,2,2,0,2,1,6
1468,0,0,2,2,1,1,2,0,1,1
1469,0,1,2,2,1,1,2,2,1,0
1470,2,2,1,1,2,1,0,2,1,6
1471,2,2,0,0,1,0,0,1,0,2
1472,2,2,1,2,1,1,0,1,2,6
1473,0,0,0,0,2,0,0,1,0,1
1474,0,1,0,0,2,0,0,1,0,8
1475,2,1,2,1,2,1,0,1,2,6
1476,2,2,1,2,1,1,0,1,2,6
1477,1,0,1,0,0,2,0,0,0,3
1478,1,2,2,2,1,1,0,1,2,6
1479,0,2,2,1,1,1,1,2,2,0
1480,1,2,0,0,0,2,0,1,0,3
1481,1,0,2,0,0,1,0,2,0,8
1482,0,0,0,0,0,2,1,0,0,0
1483,1,0,2,0,0,2,1,1,0,3
1484,0,0,0,0,1,0,0,2,0,1
1485,0,1,0,0,1,0,0,2,0,2
1486,1,1,2,2,1,1,0,2,2,6
1487,0,1,1,2,1,2,2,2,1,0
1488,0,2,2,1,1,2,1,2,1,0
1489,2,2,1,1,2,1,0,2,1,6
1490,2,1,1,1,2,2,2,0,1,7
1491,2,1,2,1,1,1,0,2,2,6
1492,1,0,1,0,0,2,0,0,0,4
1493,1,1,1,2,2,2,0,0,1,7
1494,0,2,2,0,1,0,0,1,1,5
1495,0,2,2,2,1,2,1,1,1,0
1496,2,2,1,1,2,1,1,0,2,7
1497,0,1,0,0,1,2,2,0,0,8
1498,0,1,2,2,1,2,2,1,1,0
1499,2,2,1,2,1,1,0,1,2,6
1500,1,1,0,2,1,2,0,0,0,8
1501,1,1,1,2,1,2,0,0,2,7
1502,0,2,1,1,2,1,1,0,2,7
1503,0,2,1,1,2,1,1,2,2,0
1504,1,1,2,2,1,2,0,0,1,7
1505,0,2,2,1,2,1,1,2,1,0
1506,2,1,0,1,0,0,0,0,2,7
1507,2,1,0,1,0,0,0,1,2,2
1508,1,0,0,1,0,0,0,2,2,6
1509,0,0,0,2,1,1,2,0,0,8
1510,0,0,2,2,1,1,2,0,1,0
1511,1,0,2,2,1,1,2,0,1,1
1512,0,0,1,0,0,0,0,2,1,4
1513,0,0,1,0,2,0,1,2,1,5
1514,0,1,1,2,2,2,1,2,1,0
1515,1,0,0,1,0,0,0,2,2,4
1516,1,0,2,1,1,1,2,2,2,1
1517,0,0,0,0,1,0,1,2,0,2
1518,0,1,2,2,1,2,1,2,1,0
1519,1,1,2,1,1,2,0,0,2,7
1520,2,2,1,1,1,2,0,2,1,6
1521,0,1,0,0,2,2,1,0,0,0
1522,1,1,1,2,2,2,0,0,1,6
1523,0,2,1,1,2,2,0,1,1,0
1524,2,2,1,1,2,2,0,1,1,6
1525,0,0,0,1,2,1,2,0,0,1
1526,0,1,0,1,2,1,2,0,0,0
1527,2,1,0,1,2,1,2,0,0,2
1528,0,1,0,0,1,0,0,2,0,2
1529,1,1,2,2,1,2,0,0,1,7
1530,0,1,0,0,1,0,0,2,0,3
1531,2,1,1,2,1,1,0,2,2,6
1532,2,1,0,0,0,0,0,1,0,2
1533,0,2,2,1,1,2,1,0,1,0
1534,1,0,2,0,0,1,0,2,0,1
1535,1,1,2,2,1,1,0,2,2,6
1536,0,0,0,0,2,0,0,1,0,0
1537,1,2,0,0,2,0,0,1,0,6
1538,1,2,0,0,2,0,1,1,0,3
1539,0,1,1,2,2,2,0,1,1,6
1540,0,1,1,2,2,2,2,1,1,0
1541,1,2,0,0,0,0,0,1,0,4
1542,1,2,0,0,2,1,0,1,0,8
1543,0,0,2,0,0,0,1,2,1,0
1544,0,1,2,0,0,0,0,2,1,3
1545,1,0,2,0,0,1,0,0,0,1
1546,1,2,2,1,2,1,0,0,1,7
1547,1,2,2,1,2,1,0,2,1,6
1548,0,2,2,2,1,1,2,1,1,0
1549,0,0,0,2,0,1,1,0,0,1
1550,1,2,1,2,2,1,1,0,2,7
1551,2,0,2,0,0,1,0,1,1,4
1552,2,1,2,0,0,1,0,1,2,6
1553,0,2,1,1,1,1,2,0,2,7
1554,0,2,1,1,1,1,2,2,2,0
1555,0,2,2,1,1,1,1,0,2,0
1556,2,2,2,1,1,1,1,0,2,7
1557,1,1,2,1,1,2,0,0,2,6
1558,1,0,1,2,2,1,2,1,2,1
1559,1,2,0,0,0,0,2,1,0,4
1560,1,2,0,0,1,0,2,1,0,8
1561,1,1,0,2,1,2,0,0,0,8
1562,1,1,1,2,1,2,0,0,2,7
1563,1,0,1,0,0,2,0,2,0,4
1564,1,1,2,2,1,2,0,0,1,6
1565,1,0,0,1,0,0,0,2,2,4
1566,1,2,2,1,2,2,1,0,1,7
1567,1,1,0,1,2,2,0,0,0,8
1568,1,1,1,1,2,2,0,0,2,6
1569,1,2,2,2,1,1,0,1,2,6
1570,1,2,1,2,1,2,2,0,1,7
1571,1,0,0,1,0,0,0,2,2,2
1572,1,2,2,1,2,1,0,0,1,7
1573,1,2,2,1,2,1,0,2,1,6
1574,1,1,0,2,2,1,0,0,0,2
1575,1,1,2,2,2,1,0,0,1,7
1576,1,1,2,2,2,1,0,2,1,6
1577,1,2,2,1,2,1,0,0,1,6
1578,1,0,2,2,1,1,2,2,1,1
1579,1,1,0,2,0,0,0,0,2,4
1580,1,1,2,2,1,1,0,0,2,6
1581,1,1,2,2,1,2,0,0,1,6
1582,1,0,1,0,0,2,0,0,0,7
1583,1,1,0,2,1,2,0,0,0,2
1584,1,1,1,2,2,2,0,0,1,7
1585,1,2,2,1,1,2,2,0,1,7
1586,1,2,2,2,1,1,0,0,1,6
1587,1,0,2,0,0,1,0,2,0,4
1588,1,2,2,1,1,1,2,0,2,7
1589,1,1,2,2,1,2,0,0,1,6
1590,1,2,0,0,0,0,0,1,0,3
1591,1,2,1,2,1,1,0,2,2,6
1592,1,2,1,1,1,2,2,0,2,7
1593,1,0,2,1,2,1,2,2,1,1
1594,1,2,0,0,2,0,0,1,0,8
1595,1,2,0,0,0,0,2,1,0,5
1596,1,2,0,0,0,1,2,1,0,2
1597,1,0,1,0,2,2,1,2,0,3
1598,1,0,2,2,1,1,1,0,2,1
1599,1,2,2,2,1,1,1,0,2,7
1600,1,2,0,0,0,2,0,1,0,2
1601,1,0,1,2,2,1,2,1,2,1
1602,1,2,1,1,1,2,2,0,2,7
1603,1,1,1,2,2,2,0,0,1,6
1604,1,1,0,0,0,2,2,1,0,8
1605,1,1,0,1,0,2,0,0,2,7
1606,1,1,0,1,0,2,0,2,2,4
1607,1,2,1,1,2,2,2,0,1,7
1608,1,0,2,0,0,1,0,0,0,6
1609,1,2,2,1,2,1,0,0,1,7
1610,1,2,2,1,2,1,0,2,1,6
1611,1,0,1,0,0,2,0,2,0,6
1612,1,0,1,0,0,2,1,2,0,1
1613,1,0,0,2,0,1,0,1,2,4
1614,1,1,2,2,2,1,0,1,2,6
1615,1,2,1,1,1,2,2,0,2,7
1616,1,1,1,2,2,2,0,0,1,7
1617,1,1,1,2,2,2,0,0,1,6
1618,1,2,2,1,1,2,2,0,1,7
1619,1,2,0,0,2,0,0,1,0,6
1620,1,2,0,0,2,0,1,1,0,2
1621,1,1,0,1,2,2,0,0,0,8
1622,1,1,1,1,2,2,0,0,2,7
1623,1,1,1,1,2,2,0,2,2,6
1624,1,1,1,2,2,2,0,0,1,6
1625,1,2,2,1,2,1,0,0,1,7
1626,1,2,2,1,2,1,0,2,1,6
1627,1,1,2,1,2,2,0,1,2,6
1628,1,0,1,0,2,2,1,2,0,8
1629,1,1,0,2,2,1,0,0,0,7
1630,1,1,2,2,2,1,0,2,1,6
1631,1,1,2,1,2,2,0,2,1,6
1632,1,1,2,2,2,1,0,1,2,6
1633,1,2,1,2,2,1,1,0,2,7
1634,1,2,2,1,2,1,0,2,1,6
1635,1,0,1,2,2,1,1,0,2,1
1636,1,2,1,2,2,1,1,0,2,7
1637,1,1,1,2,2,2,0,0,1,6
1638,1,2,1,1,2,1,0,2,2,6
1639,1,1,2,1,2,1,0,0,2,6
1640,1,2,0,0,2,0,0,1,0,2
1641,1,2,1,1,2,2,2,0,1,7
1642,1,1,2,1,2,1,0,2,2,6
1643,1,1,2,1,2,2,0,0,1,7
1644,1,1,2,1,2,2,0,2,1,6
1645,1,0,1,2,2,1,2,1,2,1
1646,1,1,1,2,2,2,0,0,1,7
1647,1,1,0,0,2,2,0,1,0,2
1648,1,2,2,1,2,1,1,0,2,7
1649,1,1,1,2,2,2,0,0,1,7
1650,1,1,2,2,2,1,0,0,1,6
1651,1,1,1,2,2,2,0,0,1,6
1652,1,2,0,0,2,2,1,1,0,2
1653,1,2,1,2,2,2,1,0,1,7
1654,1,1,2,2,2,1,0,1,2,6
1655,1,1,2,2,2,1,1,0,2,7
1656,1,2,1,1,2,1,0,2,2,6
1657,1,0,1,2,2,1,2,1,2,1
1658,1,1,2,1,2,1,0,0,2,7
1659,1,2,2,1,2,1,1,0,2,7
1660,1,2,2,1,2,1,0,0,1,6
1661,1,2,1,2,2,2,1,0,1,7
1662,1,1,1,1,2,2,0,0,2,6
1663,1,1,0,2,2,1,0,0,0,8
1664,1,1,0,0,2,2,0,1,0,2
1665,1,1,2,2,2,1,0,2,1,6
1666,1,0,1,2,2,1,2,1,2,1
1667,1,1,1,2,2,2,0,0,1,6
1668,1,0,2,0,2,1,1,2,0,3
1669,1,2,1,1,2,2,1,0,2,7
1670,1,0,2,0,2,1,1,2,0,8
1671,1,0,1,2,2,1,2,1,2,1
1672,1,2,1,2,2,1,1,0,2,7
1673,1,0,1,2,2,1,1,0,2,7
1674,1,0,1,2,2,1,1,2,2,1
1675,1,0,2,1,2,1,2,0,1,7
1676,1,0,2,1,2,1,2,2,1,1
1677,1,2,2,1,2,1,0,0,1,6
1678,1,2,2,1,2,1,0,0,1,6
1679,1,1,2,1,2,1,0,0,2,7
1680,1,1,2,1,2,1,0,2,2,6
1681,1,0,1,2,2,1,2,1,2,1
1682,1,0,1,2,2,1,1,0,2,7
1683,1,0,1,2,2,1,1,2,2,1
1684,1,1,2,2,2,1,0,2,1,6
1685,1,2,2,1,2,1,1,0,2,7
1686,1,0,2,2,2,1,1,0,1,1
1687,1,1,2,1,2,1,0,2,2,6
1688,1,2,0,0,2,1,2,1,0,8
1689,1,2,1,1,2,1,2,0,2,7
1690,1,1,0,2,2,1,0,0,0,2
1691,1,1,2,2,2,1,0,0,1,7
1692,1,1,2,2,2,1,0,2,1,6
1693,1,2,0,0,2,1,0,1,0,8
1694,1,2,2,1,2,1,0,1,2,6
1695,1,0,2,0,2,1,1,2,0,3
1696,1,1,2,2,2,1,0,1,2,6
1697,1,2,2,1,2,1,0,2,1,6
1698,1,1,2,2,2,1,0,1,2,6
1699,1,1,2,2,2,1,1,0,2,7
1700,1,1,2,2,2,1,0,1,2,6
1701,1,2,1,1,2,1,0,2,2,6
1702,1,1,2,2,2,1,1,0,2,7
1703,1,2,0,0,2,1,2,1,0,8
1704,1,1,2,2,2,1,1,0,2,7
1705,1,0,2,0,2,1,1,2,0,1
1706,1,0,2,2,2,1,1,0,1,1
1707,1,2,1,1,2,1,0,2,2,6
1708,1,1,0,2,2,1,2,0,0,2
1709,1,1,0,2,2,1,2,0,0,2
1710,1,2,2,1,2,1,1,0,2,7
1711,1,1,2,1,2,1,0,0,2,6
1712,1,0,1,1,2,1,2,2,2,1
1713,1,1,2,2,2,1,0,2,1,6
1714,1,1,2,2,2,1,0,1,2,6
1715,1,2,1,1,2,1,0,2,2,6
1716,1,2,2,1,2,1,1,0,2,7
1717,1,1,2,2,2,1,0,0,1,7
1718,1,1,2,2,2,1,0,2,1,6
1719,1,2,2,1,2,1,0,1,2,6
1720,1,1,2,2,2,1,1,0,2,7
1721,1,0,2,2,2,1,1,0,1,7
1722,1,0,2,2,2,1,1,2,1,1
1723,1,1,2,1,2,1,0,2,2,6
1724,1,0,1,2,2,1,1,0,2,1
1725,1,2,2,1,2,1,1,0,2,7
1726,1,1,2,2,2,1,0,2,1,6
1727,1,0,1,1,2,1,2,2,2,1
1728,1,2,2,1,2,1,1,0,2,7
1729,1,1,2,2,2,1,0,2,1,6
1730,1,1,2,2,2,1,1,0,2,7
1731,1,0,1,2,2,1,2,1,2,1
1732,1,0,2,1,2,1,2,0,1,1
1733,1,0,2,1,2,1,2,1,2,1
1734,1,1,2,2,2,1,0,2,1,6
1735,1,0,2,1,2,1,1,0,2,1
1736,1,2,0,0,2,1,2,1,0,2
1737,1,2,1,1,2,1,2,0,2,7
1738,1,2,0,0,2,1,2,1,0,2
1739,1,0,1,2,2,1,2,1,2,1
1740,1,0,1,1,2,1,2,2,2,1
1741,1,0,2,2,2,1,2,1,1,1
1742,1,0,1,1,2,1,2,2,2,1
1743,1,0,1,1,2,1,2,0,2,7
1744,1,0,1,1,2,1,2,2,2,1
1745,1,2,1,1,2,1,2,0,2,7
1746,1,0,1,1,2,1,2,0,2,1
1747,1,2,1,1,2,1,2,0,2,7
1748,1,1,0,2,2,1,2,0,0,2
1749,1,2,1,1,2,1,2,0,2,7
1750,1,2,1,1,2,1,2,0,2,7
1751,1,0,1,1,2,1,2,2,2,1
1752,1,0,1,2,2,1,2,1,2,1
1753,1,0,1,2,2,1,2,0,1,7
1754,1,0,1,2,2,1,2,2,1,1
1755,1,0,2,1,2,1,2,1,2,1
1756,1,0,2,1,2,1,2,1,2,1
1757,1,0,2,1,2,1,2,0,1,7
1758,1,0,2,1,2,1,2,2,1,1
1759,1,0,1,2,2,1,2,2,1,1
1760,1,0,2,2,2,1,2,1,1,1
1761,1,0,1,1,2,1,2,2,2,1
1762,1,2,1,1,2,1,2,0,2,7
1763,1,0,1,2,2,1,2,1,2,1
1764,1,2,1,1,2,1,2,0,2,7
1765,1,0,1,2,2,1,2,1,2,1
1766,1,0,1,1,2,1,2,0,2,1
1767,1,0,1,2,2,1,2,0,1,7
1768,1,2,1,1,2,1,2,0,2,7
1769,1,0,1,2,2,1,2,2,1,1
1770,1,0,1,2,2,1,2,1,2,1
1771,1,0,1,2,2,1,2,2,1,1
1772,1,2,1,1,2,1,2,0,2,7
1773,1,0,1,1,2,1,2,2,2,1
1774,1,0,1,2,2,1,2,1,2,1
1775,1,0,1,1,2,1,2,2,2,1
1776,1,2,1,1,2,1,2,0,2,7
1777,1,2,1,1,2,1,2,0,2,7
1778,0,0,0,0,2,0,0,1,0,5
1779,0,2,2,1,2,1,2,1,1,0
1780,2,2,1,2,1,1,0,1,2,6
1781,2,2,1,1,2,1,0,2,1,6
1782,1,1,2,2,1,2,0,0,1,6
1783,2,2,1,1,1,2,2,0,1,7
1784,0,0,0,0,0,2,1,0,0,0
1785,1,0,2,0,0,2,1,1,0,1
1786,1,1,2,1,1,2,0,0,2,7
1787,0,2,2,2,1,1,1,2,1,0
1788,0,2,1,2,1,1,0,0,2,0
1789,1,2,1,2,1,1,0,2,2,6
1790,0,1,0,0,1,2,2,0,0,2
1791,2,1,1,1,1,2,2,0,2,7
1792,0,0,0,0,1,0,1,2,0,3
1793,0,2,1,2,1,2,1,2,1,0
1794,0,0,0,0,1,0,0,2,0,3
1795,2,1,2,1,1,1,0,2,2,6
1796,0,2,2,1,2,1,1,2,1,0
1797,1,0,2,0,0,1,0,2,0,8
1798,1,1,2,2,2,1,0,2,1,6
1799,0,0,0,1,0,2,1,0,0,1
1800,0,2,0,1,0,2,1,0,0,0
1801,0,0,0,0,1,2,1,0,0,2
1802,0,0,2,0,1,2,1,1,0,3
1803,0,2,2,2,1,2,1,1,1,0
1804,0,2,2,1,1,2,1,0,1,0
1805,2,2,2,1,1,2,1,0,1,7
1806,0,0,0,1,2,1,2,0,0,8
1807,0,0,2,1,2,1,2,0,1,1
1808,0,1,2,1,2,1,2,2,1,0
1809,1,0,1,2,2,1,2,1,2,1
1810,2,1,0,1,2,1,0,0,0,6
1811,2,1,0,1,2,1,2,0,0,2
1812,0,1,0,2,1,2,1,0,0,2
1813,1,1,1,2,1,2,0,0,2,6
1814,1,0,0,1,0,0,0,2,2,4
1815,1,2,2,2,2,1,0,1,1,6
1816,0,1,2,1,2,2,1,1,2,0
1817,2,0,2,0,0,1,0,1,1,1
1818,2,2,2,0,0,1,0,1,1,4
1819,1,2,0,0,1,2,0,1,0,8
1820,2,1,1,1,2,2,0,0,1,6
1821,2,1,1,1,2,2,2,0,1,7
1822,2,1,0,1,0,0,0,0,2,6
1823,2,1,2,1,2,1,1,0,2,7
1824,1,1,2,2,1,2,0,0,1,6
1825,1,2,1,2,2,2,1,0,1,7
1826,2,1,0,0,0,0,0,1,0,4
1827,2,1,0,0,2,0,0,1,0,2
1828,2,0,0,1,0,0,0,1,2,6
1829,0,2,2,1,1,2,1,0,1,0
1830,2,1,1,2,1,2,0,2,1,6
1831,1,0,1,0,0,2,0,0,0,3
1832,1,2,1,2,1,2,1,0,2,7
1833,2,1,1,1,2,2,2,0,1,7
1834,1,0,1,0,0,2,0,0,0,4
1835,1,1,1,2,2,2,0,0,1,6
1836,0,2,2,1,1,1,0,0,2,7
1837,0,2,2,1,1,1,0,1,2,6
1838,0,2,2,1,1,1,2,1,2,0
1839,1,0,2,0,0,1,0,0,0,1
1840,1,2,2,1,2,1,0,0,1,6
1841,1,2,0,2,0,0,0,1,1,6
1842,0,0,1,2,1,1,2,0,2,7
1843,0,0,1,2,1,1,2,1,2,1
1844,0,2,1,2,1,1,2,1,2,0
1845,0,0,2,0,0,0,0,1,1,1
1846,0,2,2,0,0,0,0,1,1,4
1847,0,2,2,0,1,0,0,1,1,5
1848,1,2,1,2,1,1,0,2,2,6
1849,0,2,1,1,2,2,1,0,1,7
1850,0,2,1,1,2,2,1,2,1,0
1851,2,2,0,0,1,0,0,1,0,2
1852,0,2,2,1,1,1,1,2,2,0
1853,1,1,1,2,2,2,0,0,1,6
1854,2,1,1,2,1,2,0,0,1,6
1855,0,0,0,0,1,0,2,1,0,5
1856,0,2,0,0,1,0,0,1,0,5
1857,1,2,0,0,0,2,0,1,0,4
1858,1,2,0,0,1,2,0,1,0,6
